ticker,name,listed_date,sic_code,market_cap,weighted_shares
HTGM,"HTG Molecular Diagnostics, Inc. Common Stock",2015-05-06,3826,4133322.5444,8586046.0
HTH,HILLTOP HOLDINGS INC.,2004-02-12,6022,1771818608.5600002,64570649.0
HTLD,Heartland Express Inc,1986-11-05,4213,1083361601.25,78933450.0
HTLF,"Heartland Financial USA, Inc.",1995-09-21,6022,1769803671.7,42370210.0
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,2020-12-10,,85567986.3323,13123723.0
HTPA,Highland Transcend Partners I Corp.,2021-01-25,5961,369423750.0,37500000.0
HTZ,"Hertz Global Holdings, Inc Common Stock",2021-06-30,7510,7088315185.599999,412111348.0
HUBB,Hubbell Incorporated,1992-03-25,3670,9675124276.5,53661255.0
HUBG,HUB Group Inc,1996-03-13,4731,2521176401.3999996,34660110.0
HUBS,"HUBSPOT, INC.",2014-10-09,7372,14146805638.249998,47769055.0
HUDI,"Huadi International Group Co., Ltd. Ordinary Shares",2021-01-22,,345145474.74,13239182.0
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,2018-06-07,,32484451.1696,38525203.0
HUGS,USHG Acquisition Corp.,2021-04-19,6770,351313902.5,35684500.0
HUM,Humana Inc.,1971-05-18,6324,53367515706.4392,126493402.0
HUMA,"Humacyte, Inc. Common Stock",2021-08-27,2836,390902350.74,103004572.0
HUN,Huntsman Corporation,2005-02-11,2800,6352685801.84,209798078.0
HURC,Hurco Cos Inc,1989-09-05,3823,160957022.94,6566994.0
HURN,Huron Consulting Group Inc.,2004-10-13,8742,1247223054.0,21261900.0
HUSA,Houston American Energy Corp,2002-01-18,1311,65229180.660000004,9928338.0
HUT,Hut 8 Mining Corp. Common Shares,2018-03-07,,296714707.09999996,174538063.0
HVBC,"HV Bancorp, Inc. Common Stock",2017-01-12,6022,,2163576.0
HVT,"Haverty Furniture Companies, Inc.",1977-09-01,5712,432299520.0,16704000.0
HVT.A,"Haverty Furniture Companies, Inc. Class A",1992-02-25,5712,439482240.0,16704000.0
HWBK,Hawthorn Bancshars Inc.,1998-03-17,6021,166168663.55,6768581.0
HWC,Hancock Whitney Corporation Common Stock,1987-03-02,6022,3839102050.0000005,86369000.0
HWEL,Healthwell Acquisition Corp. I Class A Common Stock,2021-09-23,6770,301875000.0,31250000.0
HWKN,Hawkins Inc,1993-10-27,5160,752383921.74,21078132.0
HWKZ,Hawks Acquisition Corp,2021-11-29,6770,279737500.0,28750000.0
HWM,Howmet Aerospace Inc.,2016-10-18,3350,13410863116.010002,417914089.0
HXL,Hexcel Corporation,1983-05-02,2821,4305948867.45,84051315.0
HY,"HYSTER-YALE MATERIALS HANDLING, INC",2012-09-28,3537,573227880.3,16909377.0
HYFM,"Hydrofarm Holdings Group, Inc. Common Stock",2020-12-10,5190,201011637.12,44868669.0
HYLN,Hyliion Holdings Corp.,2020-10-01,3713,602351483.5799999,173838812.0
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,2020-06-01,1040,252268341.76,197084642.0
HYPR,"Hyperfine, Inc. Class A Common Stock",2021-12-23,3845,151566212.095,70332349.0
HYRE,HyreCar Inc. Common Stock,2018-06-27,7510,15890685.4857,21800913.0
HYZN,Hyzon Motors Inc. Class A Common Stock,2021-07-19,3620,860216397.13,247900979.0
HZN,Horizon Global Corporation,2015-06-23,3714,53012200.32,27610521.0
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,2011-07-28,2834,18629805600.08,229884077.0
HZO,"MarineMax, Inc.",1998-06-03,5531,853730636.1999999,21531668.0
HZON,Horizon Acquisition Corporation II,2020-12-10,6770,649359375.0,65625000.0
IAA,"IAA, Inc. Common Stock",2019-06-17,5500,4685561223.525001,134007185.0
IAC,IAC/InterActiveCorp Common Stock,2020-07-01,7370,7083844245.799999,89873690.0
IACC,ION Acquisition Corp 3 Ltd.,2021-04-30,6770,316038560.0,32381000.0
IAG,IAMGold Corporation,1996-08-22,,938691890.0,478900000.0
IART,Integra LifeSciences Holdings,1995-08-16,3841,4595710152.24,83135133.0
IAS,Integral Ad Science Holding Corp. Common Stock,2021-06-30,7370,1518190626.825,155115262.0
IAUX,i-80 Gold Corp.,2021-04-21,,516576668.7,240268218.0
IBCP,Independent Bank Corp.,1985-09-04,6022,383801508.965,21047519.0
IBER,Ibere Pharmaceuticals,2021-04-19,6770,168705000.0,17250000.0
IBEX,IBEX Limited Common Shares,2020-08-07,,314255996.03999996,18399063.0
IBIO,"iBio, Inc.",2008-08-19,2834,58686552.856000006,218165624.0
IBKR,"Interactive Brokers Group, Inc. Class A Common Stock",2007-05-04,6211,5456513293.2,98262440.0
IBM,International Business Machines Corporation,1949-01-28,3570,122098345368.75,899435325.0
IBOC,International Bancshares Corp,1996-02-26,6022,2484877503.625,63172175.0
IBP,"INSTALLED BUILDING PRODUCTS, INC.",2014-02-13,1520,2468589942.075,29295555.0
IBRX,"ImmunityBio, Inc. Common Stock",2021-03-10,2836,1168997988.375,397956762.0
IBTX,"Independent Bank Group, Inc.",2013-04-03,6022,2826832021.02,42273546.0
ICAD,Icad Inc,1992-03-17,3841,95313328.745,25181857.0
ICCC,Immucell Corp,1987-05-01,2835,64410562.756799996,7742864.0
ICCH,"ICC Holdings, Inc.",2017-03-28,6331,55387852.800000004,3296896.0
ICCM,IceCure Medical Ltd. Ordinary Shares,2013-11-06,,66194024.900000006,35780554.0
ICD,"Independence Contract Drilling, Inc.",2014-08-08,1381,48068027.65,13617005.0
ICE,Intercontinental Exchange  Inc.,2005-11-16,6200,52443536128.06,558266299.0
ICFI,"ICF International, Inc.",2006-09-28,8742,1783123010.3999999,18793455.0
ICHR,Ichor Holdings,2016-12-09,3674,751264031.36,28630489.0
ICL,ICL Group Ltd.,2008-10-27,,13064582061.300001,1287150942.0
ICLR,Icon Plc,1998-05-15,,16453299163.740002,81293012.0
ICMB,"Investcorp Credit Management BDC, Inc. Common Stock",2014-02-06,,72360619.27000001,14385809.0
ICNC,Iconic Sports Acquisition Corp.,2021-12-13,6770,430818750.0,43125000.0
ICPT,"Intercept Pharmaceuticals, Inc.",2012-10-11,2834,357150885.03999996,29713052.0
ICUI,ICU Medical Inc,1992-03-31,3841,3912019398.7200003,23896032.0
ICVX,"Icosavax, Inc. Common Stock",2021-07-29,2836,230812876.48999998,39726829.0
ID,"PARTS iD, Inc.",2020-11-23,7311,33795974.98,33965804.0
IDA,"IDACORP, Inc.",1948-05-11,4911,4914856332.44,50559164.0
IDAI,T Stamp Inc. Class A Common Stock,2021-01-27,7372,38876450.25,23561485.0
IDCC,"InterDigital, Inc.",1990-03-26,6794,1904371595.49,30870021.0
IDEX,"Ideanomics, Inc. Common Stock",2007-05-23,3711,325931119.9005,497680745.0
IDN,"Intellicheck, Inc. Common Stock",1999-11-19,7372,31308133.674799997,18767614.0
IDR,"Idaho Strategic Resources, Inc.",,1040,80973303.125,11777935.0
IDRA,"Idera Pharmaceuticals, Inc.",1996-01-25,2836,23832062.94875,52966025.0
IDT,IDT Corporation Class B,2001-05-16,4813,592259370.0,26241000.0
IDW,IDW Media Holdings,,7310,17517648.6,12976036.0
IDXX,Idexx Laboratories Inc,1991-06-21,2835,27621578210.4,84007233.0
IDYA,"IDEAYA Biosciences, Inc. Common Stock",2019-05-23,2834,432960326.01,38639922.0
IEA,"Infrastructure and Energy Alternatives, Inc. Common Stock",2016-08-29,6770,397218397.32000005,48323406.0
IEP,Icahn Enterprises L.P,1987-07-24,3714,15231768038.4,306968320.0
IESC,"IES Holdings, Inc. Common Stock",2006-05-15,1731,607838079.04,20787896.0
IEX,IDEX Corporation,1989-04-01,3561,13586002251.25,76005607.0
IFBD,"Infobird Co., Ltd Ordinary Shares",2021-04-20,,13781012.0,25445000.0
IFF,International Flavors & Fragrances Inc.,1964-03-02,2860,29744693344.239998,254838017.0
IFIN,InFinT Acquisition Corporation,2022-01-10,6770,259104618.89,25832963.0
IFRX,InflaRx N.V. Common Stock,2017-11-08,,56810676.2076,44203763.0
IFS,Intercorp Financial Services Inc.,2017-12-22,,2869282306.66,115417631.0
IGAC,IG Acquisition Corp. Class A Common Stock,2020-11-23,6770,371437500.0,37500000.0
IGC,"India Globalization Capital, Inc.",2006-04-13,5065,24291501.2886,51054017.0
IGIC,International General Insurance Holdings Ltd. Ordinary Share,2020-03-18,,365849169.56,49305818.0
IGMS,"IGM Biosciences, Inc. Common Stock",2019-09-18,2834,598774823.68,42526621.0
IGNY,Ignyte Acquisition Corp. Common Stock,2021-03-12,6770,72000500.0,7287500.0
IGT,International Game Technology PLC,1991-01-31,,3739719241.2912,202905964.0
IGTA,Inception Growth Acquisition Limited Common Stock,2022-01-21,6770,128576250.0,12987500.0
IHRT,"iHeartMedia, Inc. Class A Common Stock",2019-05-06,4832,1213451423.52,142423876.0
IHS,IHS Holding Limited,2021-10-14,,3359999440.0000005,331688000.0
IHT,InnSuites Hospitality Trust,1972-06-01,6798,25422636.4,9079513.0
III,"Information Services Group, Inc.",2007-02-12,8742,278110774.78000003,48116051.0
IIII,INSU Acquisition Corp. III Class A Common Stock,2021-02-08,6770,335885000.0,34100000.0
IIIN,"Insteel Industries, Inc.",1992-03-17,3310,748603823.06,19439206.0
IIIV,"i3 Verticals, Inc. Class A Common Stock",2018-06-21,7389,495188391.6,22245660.0
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,2021-07-14,,14090668.389,10650543.0
IIPR,"Innovative Industrial Properties, Inc. Common stock",2016-12-01,6500,3162917483.44,27970618.0
IIVI,Ii-Vi Inc,1987-10-02,3827,5934953610.25,106456567.0
IKNA,"Ikena Oncology, Inc. Common Stock",2021-03-26,2836,140313569.07999998,36163291.0
IKT,"Inhibikase Therapeutics, Inc. Common Stock",2020-12-23,2836,23713427.939999998,25227051.0
ILMN,Illumina Inc,2000-07-28,3826,29489241000.0,157100000.0
IMAC,"IMAC Holdings, Inc. Common Stock",2019-02-11,8093,24024721.470867,26485167.0
IMAQ,International Media Acquisition Corp. Class A Common Stock,2021-08-17,6770,294287124.0,29546900.0
IMAX,Imax Corp,1994-06-10,3861,887483673.27,58521838.0
IMBI,"iMedia Brands, Inc. Class A Common Stock",1991-06-28,5961,35885185.33,24084017.0
IMCC,IM Cannabis Corp. Common Shares,,,55533234.95999999,69695325.0
IMGN,Immunogen Inc,1989-12-31,2834,706817982.5600001,220536032.0
IMGO,"Imago BioSciences, Inc. Common stock",2021-07-16,2834,429119681.28000003,33735824.0
IMH,Impac Mortgage Holdings Inc.,1995-11-21,6798,15572043.5598,21466837.0
IMKTA,Ingles Markets Inc,1987-09-22,5411,1649661555.6,18994376.0
IMMR,Immersion Corp,1999-11-12,3577,180171324.08,33614053.0
IMMX,"Immix Biopharma, Inc. Common Stock",2021-12-16,2834,34781935.019999996,13885004.0
IMNM,"Immunome, Inc.",2020-10-02,2834,36502216.1115,12127385.0
IMO,Imperial Oil Limited,1978-05-01,2911,35939708878.94,669143714.0
IMPL,Impel Pharmaceuticals Inc. Common Stock,2021-04-23,2834,205796148.96,23175242.0
IMPP,Imperial Petroleum Inc. Common Shares,2021-11-24,,44435827.0136,70110172.0
IMPX,AEA-Bridges Impact Corp.,2020-11-23,3751,495005000.0,50000000.0
IMRA,IMARA Inc. Common Stock,2020-03-12,2834,28115022.540000003,26275722.0
IMRX,Immuneering Corporation Class A Common Stock,2021-07-30,2834,117150727.56000002,26385299.0
IMTE,Integrated Media Technology Limited Ordinary Shares,2017-08-03,,35112927.78,14753331.0
IMTX,Immatics N.V. Ordinary Shares,2020-07-02,,495863310.08,62926816.0
IMUX,"Immunic, Inc. Common Stock",2014-04-17,2834,100477860.07000001,30540383.0
IMV,IMV Inc. Common Shares,2018-06-01,,64252367.552538,82269462.0
IMVT,"Immunovant, Inc. Common Stock",2019-06-21,2836,398448509.04,116505412.0
IMXI,"International Money Express, Inc.",2018-07-27,7389,740781116.92,38442196.0
INAB,"IN8bio, Inc. Common Stock",2021-07-30,2836,38494531.6414,18838471.0
INAQ,Insight Acquisition Corp.,2021-10-25,6770,294600000.0,30000000.0
INBK,First Internet Bancorp,2006-04-05,6022,339148735.0,9655480.0
INBX,"Inhibrx, Inc. Common Stock",2020-08-19,2836,322838826.60999995,39037343.0
INCR,Intercure Ltd. Ordinary Shares,2019-01-01,,260874202.10000002,45133945.0
INCY,Incyte Genomics Inc,1993-11-03,8731,14572814673.69,221505011.0
INDB,Independent Bank Corp/MA,1986-05-14,6022,3681273326.305,46778999.0
INDI,"indie Semiconductor, Inc. Class A Common Stock",2021-06-11,3674,744578602.4699999,116522473.0
INDO,Indonesia Energy Corporation Limited,2019-12-19,,63318931.919999994,7647214.0
INDP,"Indaptus Therapeutics, Inc. Common Stock",2021-08-04,2834,18994773.099999998,8258597.0
INDT,"INDUS Realty Trust, Inc. (MD) Common Stock",1990-03-27,6500,578267338.11,10186143.0
INFA,Informatica Inc.,2021-10-27,7372,4939532355.24,280018841.0
INFI,"Infinity Pharmaceuticals, Inc.",2000-07-27,2834,63309186.34109999,89155311.0
INFN,Infinera Corporation Common Stock,2007-06-07,3661,1050151204.72,215194919.0
INFU,"InfuSystem Holdings, Inc.",1992-12-22,3841,183423476.98999998,20540143.0
INGN,Inogen Inc,2014-02-14,3842,533672505.78000003,22835794.0
INGR,Ingredion Incorporated,1997-12-11,2040,5721702809.9,66219580.0
INKA,KludeIn I Acquisition Corp. Class A Common Stock,2021-03-01,6770,215409375.0,21562500.0
INKT,"MiNK Therapeutics, Inc. Common Stock",2021-10-15,2836,60913058.91,33560914.0
INM,InMed Pharmaceuticals Inc. Common Shares,,2834,11872107.58,20469151.0
INMB,INmune Bio Inc. Common stock,2019-02-04,2836,122212225.94999999,17945995.0
INMD,InMode Ltd. Ordinary Shares,2019-08-08,,1767134571.6,83081080.0
INN,"Summit Hotel Properties, Inc.",2011-02-09,6798,804969176.01,106901617.0
INNV,InnovAge Holding Corp. Common Stock,2021-03-04,8000,649164778.74,135525006.0
INO,"Inovio Pharmaceuticals, Inc.",1998-12-08,3841,329819204.15999997,229041114.0
INOD,Innodata Inc.,1993-08-10,7374,120944939.10000001,27178638.0
INPX,Inpixon Common Stock,2002-05-29,7371,18297162.599999998,152476355.0
INSE,"Inspired Entertainment, Inc.",2014-12-11,7372,264610057.44,26891266.0
INSG,Inseego Corp. Common Stock,2000-11-16,3669,192778114.01,107397278.0
INSM,"Insmed, Inc.",2000-06-01,2834,2061671855.25,119517209.0
INSP,"Inspire Medical Systems, Inc.",2018-05-03,3841,4508388191.0,27591115.0
INST,"Instructure Holdings, Inc.",2021-07-22,7372,2602200957.86,141347146.0
INSW,"International Seaways, Inc. Common Stock",2016-11-16,4400,1118858657.6100001,49660837.0
INT,World Fuel Services Corporation,1990-07-30,5172,1491889902.775,63015413.0
INTA,"Intapp, Inc. Common Stock",2021-06-30,7372,926490597.9300001,62222337.0
INTC,Intel Corp,1971-10-13,3674,154584645000.0,4089000000.0
INTE,Integral Acquisition Corporation 1 Class A Common Stock,2021-12-16,6770,141737500.0,14375000.0
INTG,Intergroup Corporation (The),1981-07-06,6513,106061499.5,2242315.0
INTT,inTEST Corporation,1997-06-17,3825,77036260.0,11005180.0
INTU,Intuit Inc,1993-03-12,7372,102399601615.5,282077025.0
INTZ,Intrusion Inc New,1992-05-21,3576,72450146.25,19320039.0
INUV,"Inuvo, Inc.",1998-08-04,7310,49766981.2148,119804962.0
INVA,"Innoviva, Inc. Common Stock",2004-10-05,2834,1001568335.9399999,69698562.0
INVE,"Identive, Inc.",1997-10-07,3577,257522584.58999997,22335003.0
INVH,Invitation Homes Inc. Common Stock,2017-02-01,6510,20451851683.5,610320850.0
INVO,"INVO BioScience,INC Common Stock",2020-11-13,3841,10796392.215,12096798.0
INVZ,Innoviz Technologies Ltd. Ordinary shares,2021-04-06,,478183518.56,134889568.0
INZY,"Inozyme Pharma, Inc. Common Stock",2020-07-24,2834,181238783.51999998,40097076.0
IOAC,Innovative International Acquisition Corp. Class A Ordinary Shares,2022-01-03,6770,321421100.0,32110000.0
IOBT,"IO Biotech, Inc. Common Stock",2021-11-05,2834,110362472.61,28815267.0
IONM,Assure Holdings Corp. Common Stock,2017-07-17,3841,30490411.759999998,12919666.0
IONQ,"IonQ, Inc.",2021-10-01,7373,913427456.0600001,198140446.0
IONS,"Ionis Pharmaceuticals, Inc. Common Stock",1991-05-17,2834,4687128063.97,141797854.0
IOR,"Income Opportunity Realty Investors, Inc.",1991-09-09,6798,62776314.84,4168414.0
IOSP,Innospec Inc.,1998-05-13,2800,2344041052.66,24815171.0
IOT,Samsara Inc.,2021-12-15,7373,5453552873.79,509201949.0
IOVA,"Iovance Biotherapeutics, Inc. Common Stock",2010-10-15,2836,1218840329.355,157168321.0
IP,International Paper Co.,1949-12-21,2621,16111257366.33,370629339.0
IPA,IMMUNOPRECISE ANTIBODIES LTD,2011-09-14,,94626635.27999999,23538964.0
IPAR,Inter Parfums Inc,1988-02-04,2844,2137427338.8000002,31844865.0
IPAX,Inflection Point Acquisition Corp. Class A Ordinary Share,2021-11-12,6770,400646250.0,41218750.0
IPDN,"Professional Diversity Network, Inc.",2013-02-21,7370,12675442.0888,16346972.0
IPG,"The Interpublic Group of Companies, Inc.",1971-08-23,7311,10896624751.52,393664189.0
IPGP,IPG Photonics Corporation,2006-12-13,3674,4766835977.115,51872637.0
IPI,"Intrepid Potash, Inc",2008-04-22,1400,774493535.42,13618666.0
IPOD,Social Capital Hedosophia Holdings Corp. IV,2020-11-30,6770,573275000.0,57500000.0
IPOF,Social Capital Hedosophia Holdings Corp. VI,2020-11-30,6770,1434625000.0,143750000.0
IPSC,"Century Therapeutics, Inc. Common Stock",2021-06-18,2836,510820482.47999996,58850286.0
IPVA,InterPrivate II Acquisition Corp.,2021-04-26,6770,318001253.125,32543750.0
IPVF,InterPrivate III Financial Partners Inc.,2021-04-26,6211,325382887.5,33236250.0
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,2021-04-26,6770,,35937500.0
IPW,"iPower, Inc. Common Stock",2021-05-12,5200,31139718.246,29572382.0
IPWR,Ideal Power Inc.,2013-11-22,3674,67775589.56,5903797.0
IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,2021-12-27,6770,258750000.0,25875000.0
IQV,IQVIA Holdings Inc.,2013-05-09,8731,37831200725.450005,189279035.0
IR,Ingersoll Rand Inc. Common Stock,2017-05-12,3560,17682305180.760002,405929871.0
IRBT,iRobot Corporation,2005-11-09,3630,1063486264.74,27115917.0
IRDM,Iridium Communications Inc.,2008-03-20,3669,4424666708.12,127991516.0
IREN,Iris Energy Limited Ordinary Shares,2021-11-17,,207697491.4743,55014831.0
IRIX,Iridex Corp,1996-02-16,3845,43372039.62,15887194.0
IRM,Iron Mountain Inc.,1996-02-01,6798,13612808055.300001,290561538.0
IRMD,iRadimed Corporation,2014-07-16,3841,385238723.89000005,12560767.0
IRNT,"IronNet, Inc.",2021-08-27,7372,244027046.38410002,100808463.0
IROQ,"IF Bancorp, Inc.",2011-07-08,6035,64826757.4,3257626.0
IRRX,Integrated Rail and Resources Acquisition Corp.,2022-01-03,6770,,28750000.0
IRT,Independence Realty Trust Inc.,2013-08-13,6798,4614527645.13,221161162.0
IRTC,"iRhythm Technologies, Inc",2016-10-20,3841,3319070787.815,29790161.0
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A",2010-02-03,2834,1751444104.41,153837866.0
IS,ironSource Ltd.,2021-06-29,,2338077137.5689,1021306573.0
ISAA,Iron Spark I Inc. Class A Common Stock,2021-06-09,6770,217763104.00000003,22040800.0
ISDR,Issuer Direct Corporation,1994-10-31,2750,95712733.60000001,3783112.0
ISEE,"IVERIC bio, Inc. Common Stock",2013-09-25,2834,1097251280.45,116419234.0
ISIG,Insignia Systems Inc,1991-06-25,7310,14611901.28,1786296.0
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,2021-03-29,6770,259817190.07999998,26191249.0
ISO,IsoPlexis Corporation Common Stock,2021-10-08,3826,98869740.97,39078949.0
ISPC,iSpecimen Inc. Common Stock,2021-06-17,8731,22397676.82,8817983.0
ISPO,Inspirato Incorporated Class A Common Stock,2022-02-14,6770,228482154.9472,52442654.0
ISR,"IsoRay, Inc.",2005-11-10,3841,40509883.8632,142040266.0
ISRG,Intuitive Surgical Inc.,2000-06-13,3842,67946877967.189995,358956511.0
ISSC,Innovative Solutions & Support,2000-08-04,7371,120038787.60000001,17271768.0
ISTR,Investar Holding Corporation,2014-07-01,6022,226433624.82,10297118.0
ISUN,"iSun, Inc. Common Stock",2016-04-26,3674,49028190.080000006,14048192.0
IT,"Gartner, Inc.",1993-10-29,8741,18823586298.56,80539048.0
ITAQ,"Industrial Tech Acquisitions II, Inc. Class A Common Stock",2022-03-04,6770,171982500.0,17250000.0
ITCI,Intra-Cellular Therapies Inc.,2013-12-19,2834,5046350745.5,94324313.0
ITGR,Integer Holdings Corporation,2000-09-28,3690,2349618999.0,33102550.0
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,2021-03-19,4700,303069750.0,30862500.0
ITI,"Iteris, Inc.",1984-10-24,3669,124106571.225,42429597.0
ITIC,Investors Title Co,1986-12-03,6361,276999040.2745,1897255.0
ITOS,"iTeos Therapeutics, Inc. Common Stock",2020-07-24,2836,628181943.2,35540704.0
ITP,"IT Tech Packaging, Inc.",2007-10-01,2670,17066297.77,99049900.0
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,2021-03-29,6770,282037500.0,28750000.0
ITRG,Integra Resources Corp.,2017-12-05,,61978549.329109,62598209.0
ITRI,Itron Inc,1993-11-04,3825,2022367974.0,45061675.0
ITRM,Iterum Therapeutics plc Ordinary Share,2018-05-25,2834,39512661.578999996,183353418.0
ITRN,Ituran Location and Control Ltd.,2005-09-28,,466659306.75,20512497.0
ITT,ITT Inc.,1995-12-15,3561,5650445000.0,83500000.0
ITW,Illinois Tool Works Inc.,1973-03-13,3560,57732182978.16,311442968.0
IVAC,Intevac Inc,1995-11-21,3559,118780783.38000001,25059237.0
IVC,Invacare Corporation,1995-08-25,3842,46516157.324999996,35644565.0
IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares,2022-02-03,6770,430387500.0,43125000.0
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,2022-02-04,6770,277593750.0,28125000.0
IVDA,"Iveda Solutions, Inc. Common Stock",2007-11-13,7372,17448837.652400002,11561647.0
IVR,Invesco Mortgage Capital Inc.,2009-06-25,6798,361754999.28,32991792.0
IVT,InvenTrust Properties Corp.,2014-02-19,6798,1735259102.25,67388703.0
IVZ,Invesco LTD,1994-03-01,6282,7344110601.6,455025440.0
IXAQ,IX Acquisition Corp. Class A Ordinary Share,2021-11-29,6770,282037500.0,28750000.0
IZEA,"IZEA Worldwide, Inc. Common Stock",2010-11-12,7310,51647122.669999994,62225449.0
J,Jacobs Engineering Group,1989-12-15,1600,15970361594.88,128627268.0
JACK,Jack in the Box Inc.,1992-03-01,5812,1302955383.6,21045960.0
JAGX,"Jaguar Health, Inc.",2015-05-13,2834,23305151.6325,77865525.0
JAKK,Jakks Pacific Inc,1996-05-02,3944,109876256.76,9587806.0
JAMF,Jamf Holding Corp. Common Stock,2020-07-22,7372,2908235146.65,119828395.0
JAN,JanOne Inc. Common Stock (NV),1991-11-07,5700,8991163.8,2827410.0
JANX,"Janux Therapeutics, Inc. Common Stock",2021-06-11,2834,454176393.97,41629367.0
JAQC,Jupiter Acquisition Corporation Common stock,2021-10-01,6770,195668372.36,20297549.0
JATT,JATT Acquisition Corp,2021-09-03,6770,171637500.0,17250000.0
JAZZ,"Jazz Pharmaceuticals, Inc.",2007-06-01,2834,8900369392.7745,62318745.0
JBGS,JBG SMITH Properties Common Shares,2017-07-06,6798,2850872569.025,123548107.0
JBHT,JB Hunt Transport Services Inc,1983-11-22,4213,16844980670.08,104783408.0
JBI,"Janus International Group, Inc.",2021-06-08,3442,1345436562.06,146561717.0
JBL,Jabil Inc.,1993-04-29,3672,8029557851.38,141216283.0
JBLU,JetBlue Airways Corp,2002-04-12,4512,2678588383.7999997,320789028.0
JBSS,John B. Sanfilippo & SON,1991-12-03,2060,782721229.887,11525946.0
JBT,John Bean Technologies Corporation,2008-07-18,3550,3570016057.9199996,31784331.0
JCI,Johnson Controls International plc,1965-10-11,3585,34439088646.975,695668895.0
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,2021-03-15,6770,423487500.0,43125000.0
JCSE,JE Cleantech Holdings Limited Ordinary Shares,2022-04-22,,163642900.0,15020000.0
JCTCF,Jewett-Cameron Trading,1996-02-21,,22703473.0,3492842.0
JEF,Jefferies Financial Group Inc.,1968-10-07,6211,6479811508.59,239505138.0
JELD,"JELD-WEN Holding, Inc.",2017-01-27,2430,1343648195.78,87080246.0
JGGC,Jaguar Global Growth Corporation I Class A Ordinary Shares,2022-04-04,6770,302066669.95,30666667.0
JHG,Janus Henderson Group plc Ordinary Shares,2017-05-30,6282,4049552779.9649997,166957443.0
JILL,"J.Jill, Inc. Common Stock",2017-03-09,2330,188057064.82,10105162.0
JJSF,J&J Snack Foods Corp,1986-02-04,2052,2374622092.8,19174920.0
JKHY,Henry (Jack) & Associates,1985-11-20,7373,12856101536.115,72861807.0
JLL,"Jones Lang LaSalle, Inc.",1997-07-17,6531,8024315032.44,48863202.0
JMAC,Maxpro Capital Acquisition Corp. Class A Common Stock,2021-11-26,6770,134812351.0,13427525.0
JMSB,"John Marshall Bancorp, Inc. Common Stock",2011-04-07,6022,381879270.96000004,13998507.0
JNCE,"Jounce Therapeutics, Inc. Common Stock",2017-01-27,2836,157348353.12,51674336.0
JNJ,Johnson & Johnson,1944-09-25,2834,440759802170.0,2631401804.0
JNPR,Juniper Networks Inc,1999-06-25,3576,9104829555.56,323095442.0
JOAN,"JOANN, Inc. Common Stock",2021-03-12,5940,328389529.54999995,40667434.0
JOB,GEE Group Inc.,1992-03-17,7361,63337162.5705,114100455.0
JOBY,"Joby Aviation, Inc.",2021-08-11,3721,2914031199.33,606458106.0
JOE,St. Joe Company,1992-03-10,6552,2433675540.2400002,58912504.0
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,2021-03-29,6770,508185000.0,51750000.0
JOUT,Johnson Outdoors Inc,1987-10-09,3949,602351490.64,10167986.0
JPM,JPMorgan Chase & Co.,1969-03-05,6021,333619562432.94,2937050466.0
JRSH,"Jerash Holdings (US), Inc. Common Stock",2018-05-04,2300,71045671.67999999,12334318.0
JRVR,"James River Group Holdings, Ltd",2014-12-12,6331,892814293.76,37450264.0
JSPR,"Jasper Therapeutics, Inc. Common Stock",2021-09-27,2836,89009269.75,37876285.0
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,2021-08-09,6770,335685000.0,34500000.0
JUN,Juniper II Corp.,2021-12-23,6770,370012500.0,37375000.0
JUPW,"Jupiter Wellness, Inc. Common Stock",2020-10-30,2844,15208421.043200001,21901528.0
JVA,"Coffee Holding Co., Inc.",2005-05-03,2090,16726195.07,5708599.0
JWAC,Jupiter Wellness Acquisition Corp. Class A Common Stock,2022-01-07,6770,180460700.0,18155000.0
JWEL,Jowell Global Ltd. Ordinary Shares,2021-03-17,,73257702.0,26163465.0
JWN,"Nordstrom, Inc.",1986-07-09,5651,4131700834.79,160579123.0
JWSM,Jaws Mustang Acquisition Corp.,2021-03-26,6770,1270462500.0,129375000.0
JXN,Jackson Financial Inc.,2021-09-01,6311,2429338075.1,86299754.0
JYAC,Jiya Acquisition Corp. Class A Common Stock,2020-11-19,6770,132588317.25999999,13447091.0
JYNT,The Joint Corp.,2014-11-11,6794,197758715.10000002,14461332.0
JZXN,"Jiuzi Holdings, Inc. Ordinary Shares",2021-05-18,,19432004.8236,21426844.0
